county,year,population
Perquimans,2012,13552
Robeson,2035,120065
Forsyth,2021,384063
Perquimans,2017,13057
Rockingham,2010,93648
Forsyth,2022,386047
Perquimans,2021,13251
Rockingham,2012,92575
Forsyth,2026,396647
Perquimans,2023,13598
Rockingham,2019,90847
Forsyth,2030,409296
Perquimans,2024,13720
Rockingham,2021,91706
Forsyth,2045,460305
Perquimans,2032,14105
Rockingham,2027,92039
Forsyth,2047,467179
Perquimans,2045,14171
Rockingham,2029,92041
Forsyth,2050,477496
Person,2028,40046
Rockingham,2039,92039
Franklin,2037,108275
Person,2033,40285
Rockingham,2048,92040
Franklin,2042,119909
Person,2037,40414
Rowan,2011,138185
Franklin,2048,133872
Person,2038,40442
Rowan,2013,139143
Gaston,2012,209000
Person,2041,40507
Rowan,2023,150169
Gaston,2014,211554
Person,2044,40562
Rowan,2030,155790
Gaston,2028,249729
Person,2048,40611
Rowan,2032,157602
Gaston,2044,280797
Pitt,2018,168799
Rowan,2044,167451
Gates,2027,10093
Pitt,2019,170186
Rutherford,2022,64184
Gates,2029,10060
Pitt,2040,197318
Rutherford,2037,66732
Gates,2030,10047
Pitt,2045,208186
Rutherford,2038,66897
Gates,2041,10002
Pitt,2046,210401
Rutherford,2040,67230
Graham,2020,8024
Polk,2018,19551
Rutherford,2041,67393
Graham,2026,8090
Polk,2023,19585
Sampson,2016,60565
Graham,2036,8115
Polk,2025,19605
Sampson,2019,59388
Graham,2043,8118
Polk,2028,19626
Sampson,2022,58987
Granville,2019,60879
Polk,2032,19642
Sampson,2035,58836
Granville,2023,62776
Polk,2037,19654
Sampson,2043,58823
Granville,2029,67145
Randolph,2020,144346
Scotland,2012,35998
Granville,2043,77334
Randolph,2024,147146
Scotland,2023,33005
Granville,2049,81704
Randolph,2027,149168
Scotland,2031,31966
Greene,2011,21447
Randolph,2029,150518
Scotland,2044,30309
Greene,2022,20119
Randolph,2030,151192
Stanly,2021,62659
Greene,2038,20119
Randolph,2032,152543
Stanly,2023,63008
Greene,2041,20119
Randolph,2034,153891
Stanly,2029,64096
Guilford,2030,576697
Randolph,2038,156592
Stanly,2037,65705
Guilford,2032,586684
Randolph,2039,157264
Stokes,2016,45128
Halifax,2010,54411
Randolph,2047,162662
Stokes,2019,44571
Halifax,2027,45655
Richmond,2012,45759
Stokes,2033,45791
Halifax,2031,43949
Richmond,2015,44392
Surry,2036,70689
Harnett,2013,122651
Richmond,2045,37914
Surry,2045,70279
Harnett,2018,131159
Richmond,2046,37721
Swain,2013,14434
Harnett,2027,152479
Richmond,2048,37338
Transylvania,2010,33033
Harnett,2030,158799
Robeson,2034,119948
Transylvania,2011,32798
Harnett,2041,183947
Robeson,2047,120809
Transylvania,2012,32604
Haywood,2019,61940
Rockingham,2013,91852
Transylvania,2018,33186
Haywood,2037,68803
Rockingham,2026,92037
Transylvania,2045,37211
Haywood,2046,72352
Rockingham,2042,92040
Transylvania,2049,37865
Henderson,2010,106848
Rockingham,2046,92041
Tyrrell,2011,4307
Henderson,2022,117274
Rowan,2022,148765
Tyrrell,2012,4056
Henderson,2029,124696
Rowan,2038,162487
Tyrrell,2014,3987
Henderson,2034,131050
Rutherford,2012,66995
Tyrrell,2018,3944
Henderson,2035,132338
Rutherford,2018,64650
Tyrrell,2021,3226
Hertford,2017,22561
Rutherford,2029,65381
Tyrrell,2025,3097
Hertford,2028,18651
Rutherford,2033,66061
Tyrrell,2027,3034
Hertford,2029,18509
Rutherford,2034,66230
Tyrrell,2032,2884
Hertford,2035,17653
Sampson,2017,60201
Tyrrell,2033,2856
Hertford,2045,16226
Sampson,2021,59019
Tyrrell,2038,2715
Hoke,2011,48934
Sampson,2025,58919
Tyrrell,2040,2661
Hoke,2012,49578
Sampson,2027,58891
Union,2014,215224
Hoke,2013,49944
Sampson,2029,58871
Union,2018,232196
Hoke,2023,56404
Sampson,2040,58826
Union,2031,298840
Hoke,2026,59741
Sampson,2045,58821
Union,2041,362005
Hoke,2036,69712
Sampson,2050,58821
Union,2044,381116
Hyde,2019,4636
Scotland,2020,34156
Union,2047,400245
Hyde,2022,4549
Scotland,2021,33292
Union,2050,419382
Hyde,2027,4278
Scotland,2022,33079
Vance,2010,45212
Hyde,2036,3812
Scotland,2032,31838
Vance,2022,42014
Hyde,2047,3292
Scotland,2039,30947
Vance,2034,41205
Iredell,2016,174882
Scotland,2041,30692
Vance,2037,41186
Iredell,2024,205010
Scotland,2042,30563
Vance,2048,41172
Iredell,2025,209430
Scotland,2043,30438
Wake,2012,950308
Iredell,2027,218268
Stanly,2010,60533
Wake,2025,1237890
Jackson,2014,40813
Stanly,2016,60635
Wake,2030,1366607
Jackson,2019,43060
Stanly,2018,61809
Wake,2041,1651937
Jackson,2043,50509
Stanly,2020,62607
Warren,2010,20940
Johnston,2022,233435
Stanly,2022,62883
Warren,2011,20901
Johnston,2023,242959
Stanly,2039,66107
Warren,2018,19054
Johnston,2031,287268
Stanly,2044,67113
Warren,2026,18936
Johnston,2033,297110
Stokes,2010,47267
Warren,2035,19007
Johnston,2034,302025
Stokes,2032,45778
Warren,2040,19033
Johnston,2038,321671
Stokes,2034,45808
Washington,2010,13087
Johnston,2042,341313
Stokes,2036,45828
Washington,2012,12508
Jones,2010,10119
Stokes,2043,45854
Washington,2016,11661
Jones,2011,10243
Stokes,2044,45857
Washington,2021,10789
Jones,2034,9192
Surry,2019,71278
Washington,2038,8408
Jones,2047,9192
Surry,2021,71401
Watauga,2011,51468
Lee,2025,67229
Surry,2023,71283
Watauga,2028,56027
Lee,2029,70186
Surry,2031,70917
Watauga,2038,59937
Lee,2046,82755
Surry,2032,70871
Wayne,2034,117026
Lee,2050,85713
Surry,2035,70736
Wayne,2037,117000
Lenoir,2011,59356
Surry,2038,70600
Wayne,2038,116993
Lenoir,2014,57706
Surry,2040,70507
Wayne,2041,116977
Lincoln,2013,78735
Swain,2010,13998
Wayne,2044,116971
Lincoln,2030,101227
Swain,2016,14527
Wilkes,2012,68520
Lincoln,2037,110404
Swain,2021,14284
Wilkes,2015,67340
Lincoln,2048,124339
Swain,2045,15133
Wilkes,2021,65809
Lincoln,2050,126878
Swain,2047,15196
Wilson,2010,81190
Macon,2011,33915
Transylvania,2032,35083
Yadkin,2012,38079
Macon,2013,34201
Transylvania,2034,35410
Yadkin,2016,37256
Macon,2015,34895
Transylvania,2046,37374
Yadkin,2031,37000
Macon,2027,39171
Tyrrell,2023,3161
Yadkin,2035,36993
Macon,2032,40688
Tyrrell,2029,2972
Yancey,2014,17756
Macon,2033,40992
Tyrrell,2035,2799
Yancey,2031,18310
Madison,2011,20828
Tyrrell,2041,2636
Yancey,2038,18197
Madison,2013,21064
Tyrrell,2046,2507
State,2024,10918935
Madison,2026,21824
Union,2013,210880
State,2028,11387716
Madison,2047,23411
Union,2017,227863
State,2042,13056723
Martin,2015,23199
Union,2043,374744
State,2046,13534573
Martin,2018,22673
Vance,2018,43164
Martin,2023,21291
Vance,2028,41336
Martin,2029,20178
Vance,2030,41266
McDowell,2019,44682
Vance,2033,41214
McDowell,2027,44775
Vance,2036,41191
McDowell,2032,44774
Vance,2038,41181
McDowell,2034,44773
Vance,2049,41172
McDowell,2048,44774
Wake,2010,907514
Mecklenburg,2010,923344
Wake,2018,1093558
Mecklenburg,2023,1159791
Wake,2021,1150722
Mecklenburg,2035,1402073
Wake,2032,1418472
Mecklenburg,2045,1600393
Wake,2035,1496292
Mitchell,2021,14933
Wake,2045,1755702
Mitchell,2040,14211
Wake,2048,1833523
Mitchell,2044,14068
Warren,2016,19499
Mitchell,2046,13998
Warren,2025,18925
Montgomery,2043,25737
Warren,2046,19063
Montgomery,2050,25734
Washington,2031,9199
Moore,2010,88517
Washington,2042,8067
Moore,2011,88996
Watauga,2014,51805
Moore,2012,89941
Watauga,2026,54801
Moore,2018,96791
Watauga,2034,58425
Moore,2023,107122
Wayne,2020,117340
Moore,2029,121264
Wayne,2022,117544
Moore,2030,123613
Wayne,2024,117367
Moore,2034,132986
Wilkes,2011,68780
Moore,2047,163186
Wilkes,2016,67312
Moore,2048,165490
Wilkes,2025,65408
Nash,2014,93794
Wilkes,2046,64688
Nash,2022,95446
Wilkes,2048,64836
Nash,2026,95388
Wilson,2013,79720
New Hanover,2011,205525
Wilson,2019,78991
New Hanover,2021,229943
Yadkin,2038,36993
New Hanover,2033,268207
Yadkin,2044,36992
New Hanover,2038,283188
Yancey,2030,18328
New Hanover,2040,289182
Yancey,2032,18296
New Hanover,2042,295175
Yancey,2033,18279
Northampton,2019,18031
Yancey,2036,18230
Onslow,2019,203718
Yancey,2039,18181
Onslow,2022,209491
Yancey,2045,18085
Onslow,2023,212036
State,2011,9644670
Onslow,2025,216897
State,2017,10181491
Onslow,2032,233783
State,2031,11744835
Onslow,2034,238607
State,2040,12817720
Orange,2011,135414
State,2041,12936967
Orange,2036,169850
State,2048,13773599
Pamlico,2018,12487
State,2050,14012819
Pamlico,2021,12334
Pamlico,2032,11946
Pamlico,2049,11345
Pasquotank,2010,40635
Pasquotank,2018,40153
Pasquotank,2025,41075
Pasquotank,2039,41452
Pasquotank,2041,41462
Pasquotank,2043,41469
Pender,2013,54172
Pender,2016,57082
Pender,2030,74886
Pender,2037,82047
Pender,2039,84090
Pender,2045,90226
Pender,2046,91247
Pender,2049,94315
Pender,2050,95336
Perquimans,2038,14157
Perquimans,2042,14168
Person,2010,39374
Person,2018,38981
Person,2023,39681
Person,2031,40200
Pitt,2027,174311
Pitt,2031,179848
Pitt,2034,185167
Pitt,2044,205983
Polk,2012,19829
Polk,2020,19366
Polk,2024,19595
Polk,2043,19660
Polk,2047,19666
Polk,2048,19663
Randolph,2026,148495
Randolph,2049,164010
Richmond,2021,42522
Richmond,2022,42330
Richmond,2026,41561
Richmond,2028,41177
Richmond,2041,38683
Richmond,2043,38298
Richmond,2049,37146
Robeson,2013,129399
Robeson,2041,120554
Robeson,2048,120839
Rockingham,2016,91176
Rockingham,2018,90696
Rockingham,2024,92021
Rowan,2012,138436
Rowan,2017,143811
Rowan,2020,147043
Rowan,2028,153932
Rowan,2031,156742
Rowan,2035,159919
Rowan,2037,161612
Rutherford,2014,65712
Rutherford,2044,67885
Rutherford,2047,68374
Sampson,2015,61328
Sampson,2018,59862
Sampson,2026,58902
Sampson,2028,58879
Sampson,2036,58836
Sampson,2044,58822
Sampson,2048,58820
Scotland,2011,36270
Scotland,2028,32345
Scotland,2030,32093
Scotland,2038,31073
Stanly,2019,62351
Stanly,2027,63696
Stanly,2034,65100
Stanly,2042,66712
Stokes,2014,45734
Stokes,2018,44501
Stokes,2023,45205
Stokes,2026,45530
Stokes,2040,45848
Surry,2011,73305
Surry,2022,71329
Surry,2027,71099
Surry,2043,70371
Swain,2011,14150
Swain,2012,14356
Swain,2018,14202
Swain,2023,14370
Swain,2027,14544
Swain,2034,14781
Swain,2040,14974
Swain,2048,15229
Swain,2049,15260
Transylvania,2015,32655
Transylvania,2020,33020
Transylvania,2022,33498
Transylvania,2026,34100
Transylvania,2029,34591
Transylvania,2038,36067
Tyrrell,2013,4019
Tyrrell,2015,4021
Tyrrell,2024,3130
Tyrrell,2034,2828
Tyrrell,2042,2610
Union,2015,219119
Union,2021,242948
Union,2022,247301
Union,2033,311327
Union,2039,349281
Union,2040,355641
Vance,2015,43428
Vance,2016,43138
Vance,2019,42862
Vance,2021,42270
Vance,2035,41196
Vance,2045,41172
Wake,2014,995520
Wake,2019,1114815
Wake,2040,1625997
Wake,2043,1703820
Wake,2049,1859466
Wake,2050,1885406
Warren,2015,19927
Warren,2017,19331
Warren,2019,18739
Warren,2031,18983
Warren,2037,19018
Warren,2048,19072
Warren,2049,19077
Washington,2018,11219
Washington,2022,10607
Washington,2029,9472
Washington,2043,7993
Washington,2046,7799
Washington,2049,7640
Watauga,2015,52331
Watauga,2017,54217
Watauga,2022,54068
Watauga,2023,53561
Watauga,2031,57163
Watauga,2033,57842
Watauga,2039,60093
Watauga,2040,60737
Watauga,2046,63067
Wayne,2010,122672
Wayne,2018,117851
Wayne,2032,117055
Wayne,2040,116983
Wayne,2043,116973
Wayne,2047,116966
Wilkes,2010,69157
Wilkes,2027,65225
Wilkes,2029,65055
Wilkes,2031,64902
Wilkes,2041,64528
Wilkes,2043,64557
Wilkes,2049,64932
Wilson,2014,79249
Wilson,2023,77313
Wilson,2028,75873
Wilson,2031,75776
Wilson,2036,76378
Wilson,2038,76800
Wilson,2041,77555
Wilson,2045,78730
Wilson,2048,79694
Yadkin,2011,38252
Yadkin,2019,37247
Yadkin,2034,36994
Yadkin,2036,36992
Yadkin,2043,36992
Yadkin,2045,36990
Yadkin,2050,36991
Yancey,2018,18175
Yancey,2024,18423
Yancey,2025,18406
Yancey,2029,18344
Yancey,2037,18214
Yancey,2042,18133
State,2014,9881906
State,2016,10080436
State,2019,10381670
State,2021,10556299
State,2029,11506326
State,2033,11982953
State,2043,13175979
Alamance,2012,152802
Alamance,2017,163765
Alamance,2021,174212
Alamance,2023,178943
Alamance,2030,192672
Alamance,2037,205969
Alamance,2046,223066
Alamance,2050,230664
Alexander,2021,36325
Alexander,2036,36733
Alexander,2049,36754
Alleghany,2011,11003
Alleghany,2019,10919
Alleghany,2033,11259
Alleghany,2047,11419
Anson,2011,26404
Anson,2013,25409
Anson,2018,23075
Anson,2019,21999
Anson,2026,21287
Ashe,2010,27193
Ashe,2013,26757
Ashe,2026,26692
Ashe,2036,26754
Avery,2012,17758
Avery,2020,17907
Avery,2032,17950
Beaufort,2011,47588
Beaufort,2031,43011
Beaufort,2038,41936
Beaufort,2040,41627
Beaufort,2041,41474
Beaufort,2048,40396
Bertie,2016,18776
Bertie,2029,15567
Bertie,2036,14297
Bertie,2043,13026
Bertie,2044,12845
Bladen,2011,34459
Bladen,2014,32851
Bladen,2025,28897
Bladen,2026,28834
Bladen,2038,28794
Bladen,2040,28850
Bladen,2045,29013
Brunswick,2010,107860
Brunswick,2012,110717
Brunswick,2016,121479
Brunswick,2020,137789
Brunswick,2026,173455
Brunswick,2040,225987
Brunswick,2046,246500
Brunswick,2050,260121
Buncombe,2043,335384
Buncombe,2048,349913
Buncombe,2049,352820
Buncombe,2050,355726
Burke,2013,87950
Burke,2014,87547
Burke,2028,87840
Burke,2030,87754
Burke,2041,87592
Burke,2043,87562
Burke,2044,87544
Burke,2048,87481
Cabarrus,2012,185014
Cabarrus,2015,199455
Cabarrus,2030,274023
Cabarrus,2031,278745
Cabarrus,2040,321726
Cabarrus,2042,331390
Caldwell,2012,82039
Caldwell,2016,81158
Caldwell,2017,80902
Caldwell,2022,80975
Caldwell,2035,81258
Caldwell,2041,81260
Camden,2037,12815
Camden,2041,13002
Carteret,2010,66615
Carteret,2013,68201
Carteret,2015,68019
Carteret,2022,68813
Carteret,2030,72250
Carteret,2032,73066
Carteret,2044,77943
Caswell,2011,23645
Caswell,2013,23459
Caswell,2018,23105
Caswell,2046,20060
Catawba,2011,155070
Catawba,2014,156043
Catawba,2033,174385
Catawba,2034,175439
Catawba,2035,176492
Catawba,2038,179653
Catawba,2041,182816
Chatham,2019,75325
Chatham,2025,82774
Chatham,2027,85618
Chatham,2031,90453
Chatham,2034,94631
Chatham,2035,95958
Chatham,2037,98480
Cherokee,2015,27344
Cherokee,2038,32559
Cherokee,2049,34888
Cherokee,2050,35098
Chowan,2021,13707
Chowan,2025,13726
Chowan,2028,13732
Chowan,2035,13744
Chowan,2041,13755
Chowan,2045,13762
Chowan,2047,13766
Clay,2010,10597
Clay,2016,10935
Clay,2026,11910
Clay,2029,12271
Clay,2031,12509
Clay,2038,13342
Clay,2042,13818
Cleveland,2016,97203
Cleveland,2023,102680
Cleveland,2030,105879
Cleveland,2041,107230
Cleveland,2046,107391
Cleveland,2047,107413
Cleveland,2048,107430
Columbus,2011,57484
Columbus,2038,46344
Columbus,2043,45180
Craven,2013,103573
Craven,2017,101863
Craven,2020,102266
Craven,2027,102416
Cumberland,2030,349450
Cumberland,2035,349915
Cumberland,2039,350006
Cumberland,2044,350039
Currituck,2019,27324
Currituck,2023,32208
Currituck,2024,33512
Currituck,2025,34817
Currituck,2026,36119
Currituck,2029,40031
Currituck,2047,63493
Dare,2010,33954
Dare,2035,43861
Dare,2040,46142
Dare,2041,46598
Davidson,2010,162803
Davidson,2019,168099
Davidson,2036,192873
Davidson,2046,207486
Davie,2020,42802
Davie,2029,47027
Davie,2046,54972
Duplin,2018,50397
Duplin,2031,48793
Duplin,2033,48799
Duplin,2036,48806
Duplin,2043,48817
Durham,2017,310669
Durham,2037,401875
Edgecombe,2021,48311
Edgecombe,2029,43637
Edgecombe,2035,40148
Edgecombe,2038,38406
Edgecombe,2047,33173
Edgecombe,2050,31430
Forsyth,2027,399693
Forsyth,2034,422665
Forsyth,2037,432869
Forsyth,2046,463741
Franklin,2010,60765
Franklin,2011,60604
Franklin,2012,61070
Franklin,2018,65603
Franklin,2019,67400
Franklin,2032,96640
Franklin,2036,105948
Franklin,2040,115253
Franklin,2045,126891
Gaston,2010,206194
Gaston,2046,284652
Gates,2013,11436
Gates,2019,10686
Gates,2021,10393
Gates,2022,10312
Gates,2023,10247
Gates,2033,10021
Gates,2036,10009
Gates,2044,10000
Gates,2050,9999
Graham,2013,8615
Graham,2015,8355
Graham,2025,8083
Graham,2031,8110
Graham,2037,8115
Graham,2039,8117
Granville,2030,67873
Granville,2036,72242
Granville,2041,75881
Granville,2047,80247
Greene,2018,20718
Greene,2020,20461
Greene,2032,20121
Greene,2039,20120
Greene,2046,20120
Guilford,2011,495401
Guilford,2027,562482
Guilford,2028,567076
Guilford,2041,633228
Halifax,2026,46082
Halifax,2045,37977
Halifax,2050,35845
Harnett,2011,118368
Harnett,2012,120818
Harnett,2017,129253
Harnett,2024,145565
Harnett,2026,150259
Harnett,2032,163393
Haywood,2024,63677
Haywood,2028,65254
Haywood,2045,71957
Haywood,2047,72746
Haywood,2049,73534
Henderson,2015,110946
Henderson,2021,116710
Henderson,2040,138815
Henderson,2047,147901
Hertford,2013,23971
Hertford,2016,22936
Hertford,2022,19507
Hertford,2027,18794
Hertford,2042,16654
Hertford,2049,15656
Hoke,2020,52206
Hoke,2021,53773
Hoke,2025,58678
Hoke,2027,60782
Hoke,2040,73633
Hoke,2041,74613
Hoke,2044,77550
Hoke,2046,79505
Hoke,2047,80484
Hoke,2048,81466
Hyde,2031,4067
Hyde,2032,4014
Iredell,2015,171279
Iredell,2017,178208
Iredell,2021,191752
Iredell,2028,222687
Iredell,2039,271306
Iredell,2040,275727
Iredell,2045,297825
Jackson,2012,40562
Jackson,2020,43163
Jackson,2021,42613
Jackson,2028,45125
Jackson,2036,47997
Jackson,2046,51585
Johnston,2012,175091
Johnston,2035,306937
Johnston,2037,316759
Johnston,2046,360953
Johnston,2047,365864
Jones,2020,9178
Jones,2038,9192
Jones,2045,9192
Lee,2010,57913
Lee,2016,59988
Lee,2018,61868
Lee,2019,62488
Lee,2020,63396
Lenoir,2033,51525
Lenoir,2036,50693
Lenoir,2043,48755
Lenoir,2045,48199
Lenoir,2046,47923
Lincoln,2017,81918
Lincoln,2020,87108
Lincoln,2023,93144
Lincoln,2024,94376
Lincoln,2046,121794
Macon,2021,37347
Macon,2046,44941
Madison,2014,21136
Madison,2016,21295
Madison,2028,21977
Madison,2038,22733
Madison,2041,22960
Martin,2012,23727
Martin,2021,21661
Martin,2026,20734
Martin,2030,19995
Martin,2034,19251
Martin,2038,18510
McDowell,2029,44774
McDowell,2035,44775
McDowell,2040,44774
McDowell,2041,44774
McDowell,2042,44775
McDowell,2046,44774
McDowell,2050,44774
Mecklenburg,2011,941357
Mecklenburg,2013,991570
Mecklenburg,2021,1121482
Mecklenburg,2026,1225198
Mecklenburg,2031,1323160
Mecklenburg,2036,1421970
Mecklenburg,2040,1501251
Mecklenburg,2048,1659873
Mecklenburg,2049,1679701
Mitchell,2024,14816
Mitchell,2026,14735
Mitchell,2031,14544
Mitchell,2036,14355
Montgomery,2034,25736
Montgomery,2037,25736
Montgomery,2044,25735
Moore,2033,130645
Moore,2039,144648
Nash,2010,95782
Nash,2028,95374
Nash,2033,95353
Nash,2041,95341
Nash,2045,95340
New Hanover,2023,238240
New Hanover,2027,250226
New Hanover,2037,280192
New Hanover,2045,304164
Northampton,2011,21602
Northampton,2013,20404
Northampton,2014,20060
Northampton,2022,17036
Northampton,2023,16854
Northampton,2025,16533
Northampton,2036,14782
Onslow,2015,193610
Orange,2015,141265
Orange,2021,148197
Orange,2022,149665
Orange,2026,155493
Orange,2031,162709
Orange,2032,164142
Orange,2045,182514
Orange,2048,186684
Pamlico,2010,13082
Pamlico,2014,12707
Pamlico,2042,11593
Pasquotank,2015,39637
Pasquotank,2019,40446
Pasquotank,2020,40788
Pasquotank,2026,41146
Pasquotank,2028,41251
Pasquotank,2033,41392
Pasquotank,2038,41449
Pasquotank,2048,41477
Pender,2012,53401
Pender,2017,58187
Pender,2021,62978
Pender,2025,69774
Pender,2027,71821
Pender,2028,72842
Pender,2033,77954
Pender,2035,80002
Pender,2042,87156
Perquimans,2013,13539
Perquimans,2015,13255
Perquimans,2029,14031
Perquimans,2041,14164
Perquimans,2047,14171
Person,2026,39918
Pitt,2024,172151
Pitt,2025,172615
Pitt,2036,189051
Pitt,2039,195201
Polk,2011,20112
Polk,2029,19632
Polk,2038,19655
Polk,2039,19659
Polk,2044,19664
Polk,2050,19666
Randolph,2011,141842
Randolph,2040,157940
Richmond,2018,43680
Richmond,2020,42915
Richmond,2023,42137
Richmond,2024,41946
Richmond,2025,41754
Richmond,2033,40219
Richmond,2035,39833
Richmond,2037,39451
Richmond,2047,37528
Robeson,2011,132969
Robeson,2024,117750
Robeson,2033,119818
Rockingham,2015,91438
Rockingham,2038,92039
Rockingham,2049,92041
Rowan,2015,141388
Rowan,2016,142669
Rowan,2033,158389
Rowan,2039,163344
Rutherford,2027,65042
Rutherford,2028,65213
Rutherford,2031,65722
Rutherford,2042,67560
Rutherford,2046,68213
Rutherford,2049,68696
Sampson,2012,62932
Sampson,2023,58961
Sampson,2031,58854
Scotland,2024,32845
Scotland,2036,31329
Scotland,2045,30183
Stanly,2013,60061
Stanly,2033,64897
Stanly,2038,65906
Stanly,2041,66510
Stanly,2045,67316
Stokes,2017,44917
Stokes,2022,45039
Stokes,2024,45337
Stokes,2025,45444
Stokes,2027,45596
Stokes,2031,45754
Stokes,2038,45839
Stokes,2039,45843
Surry,2010,73716
Surry,2015,71337
Surry,2028,71055
Surry,2037,70646
Surry,2039,70551
Surry,2044,70326
Surry,2050,70051
Swain,2019,14209
Swain,2031,14682
Swain,2038,14910
Swain,2041,15007
Transylvania,2023,33609
Transylvania,2025,33936
Transylvania,2035,35574
Transylvania,2036,35736
Transylvania,2039,36230
Transylvania,2043,36883
Tyrrell,2017,4020
Tyrrell,2022,3193
Tyrrell,2026,3066
Tyrrell,2028,3004
Tyrrell,2043,2584
Union,2035,323920
Union,2036,330243
Vance,2026,41456
Vance,2044,41176
Wake,2017,1071499
Wake,2020,1132620
Wake,2023,1189705
Wake,2027,1288980
Wake,2031,1392538
Warren,2014,20096
Warren,2020,18634
Warren,2024,18911
Warren,2029,18966
Warren,2032,18988
Washington,2017,11472
Washington,2028,9617
Washington,2035,8716
Washington,2041,8146
Watauga,2016,53360
Watauga,2018,54768
Watauga,2021,54361
Watauga,2029,56318
Watauga,2042,61524
Watauga,2044,62297
Watauga,2050,64614
Wayne,2012,123404
Wayne,2019,117947
Wayne,2026,117244
Wayne,2027,117196
Wayne,2046,116970
Wilkes,2030,64975
Wilkes,2036,64620
Wilkes,2045,64634
Wilson,2011,80884
Wilson,2018,78585
Wilson,2021,78559
Wilson,2024,76858
Wilson,2026,76216
Wilson,2030,75760
Wilson,2033,75925
Yadkin,2015,37259
Yadkin,2026,37025
Yadkin,2049,36991
Yancey,2013,17801
Yancey,2019,18390
Yancey,2021,18470
Yancey,2022,18455
Yancey,2028,18359
Yancey,2035,18246
Yancey,2040,18165
Yancey,2047,18054
State,2010,9571007
State,2012,9723576
State,2013,9804787
State,2034,12102316
Alamance,2024,181274
Alamance,2025,183172
Alamance,2026,185073
Alexander,2012,36939
Alexander,2015,36590
Alexander,2016,36739
Alexander,2028,36721
Alexander,2030,36722
Alexander,2041,36741
Alleghany,2014,10924
Alleghany,2037,11305
Alleghany,2040,11339
Alleghany,2045,11397
Alleghany,2049,11441
Anson,2027,21254
Anson,2028,21226
Ashe,2022,26653
Ashe,2030,26719
Ashe,2032,26730
Ashe,2038,26769
Avery,2034,17952
Beaufort,2010,47750
Beaufort,2019,44878
Beaufort,2030,43165
Beaufort,2037,42090
Beaufort,2046,40704
Beaufort,2047,40551
Bertie,2012,20218
Bertie,2013,19932
Bertie,2034,14659
Bertie,2035,14479
Bladen,2024,28976
Bladen,2031,28702
Bladen,2042,28910
Bladen,2049,29158
Brunswick,2047,249906
Buncombe,2011,242275
Buncombe,2021,271454
Buncombe,2022,274361
Buncombe,2032,303419
Buncombe,2035,312136
Burke,2022,87412
Burke,2023,87923
Burke,2031,87754
Burke,2033,87722
Cabarrus,2013,188675
Caldwell,2014,81276
Caldwell,2028,81237
Caldwell,2031,81254
Caldwell,2036,81258
Caldwell,2039,81259
Camden,2015,9984
Camden,2025,11540
Camden,2031,12358
Camden,2035,12692
Camden,2043,13072
Camden,2047,13175
Camden,2050,13232
Carteret,2012,67757
Carteret,2014,68113
Carteret,2026,70601
Carteret,2043,77536
Carteret,2045,78349
Caswell,2015,23120
Caswell,2022,22339
Caswell,2026,21955
Caswell,2040,20624
Caswell,2045,20152
Catawba,2022,162790
Catawba,2026,167005
Catawba,2036,177547
Catawba,2037,178600
Catawba,2040,181761
Catawba,2047,189141
Catawba,2049,191248
Chatham,2018,73986
Chatham,2022,78450
Chatham,2036,97233
Chatham,2039,101044
Chatham,2041,103729
Chatham,2048,112894
Cherokee,2010,27415
Cherokee,2018,28750
Cherokee,2025,29810
Cherokee,2030,30867
Cherokee,2035,31925
Cherokee,2039,32772
Chowan,2027,13729
Chowan,2030,13735
Chowan,2032,13737
Chowan,2033,13740
Chowan,2037,13748
Clay,2014,10652
Clay,2021,11258
Clay,2022,11415
Clay,2034,12866
Clay,2039,13462
Cleveland,2026,104472
Cleveland,2027,104910
Cleveland,2035,106767
Cleveland,2045,107370
Cleveland,2049,107445
Columbus,2013,56084
Columbus,2021,50369
Columbus,2046,44481
Craven,2022,102032
Craven,2023,102142
Craven,2031,102538
Craven,2039,102621
Craven,2044,102634
Craven,2047,102636
Cumberland,2012,330378
Cumberland,2019,334641
Cumberland,2038,349993
Currituck,2011,23897
Currituck,2012,23963
Currituck,2014,24663
Currituck,2027,37422
Currituck,2031,42637
Currituck,2033,45245
Currituck,2037,50458
Currituck,2041,55672
Dare,2016,35557
Dare,2026,39760
Dare,2032,42494
Dare,2034,43406
Dare,2042,47053
Dare,2045,48422
Davidson,2030,184106
Davidson,2049,211871
Davie,2024,44691
Davie,2044,54037
Davie,2048,55908
Duplin,2017,51352
Duplin,2028,48781
Duplin,2037,48808
Duplin,2045,48816
Duplin,2048,48820
Duplin,2049,48820
Durham,2013,287998
Durham,2021,327957
Durham,2024,341815
Durham,2030,369536
Durham,2033,383395
Durham,2039,411114
Durham,2047,448073
Edgecombe,2010,56498
Edgecombe,2012,55191
Edgecombe,2013,54391
Edgecombe,2027,44799
Edgecombe,2031,42474
Edgecombe,2036,39566
Forsyth,2025,393717
Forsyth,2036,429458
Forsyth,2040,443136
Forsyth,2049,474054
Franklin,2020,68902
Franklin,2023,75698
Franklin,2031,94313
Gaston,2015,213902
Gaston,2039,271162
Gates,2010,12126
Gates,2012,11798
Gates,2014,11350
Gates,2017,10992
Gates,2035,10012
Gates,2046,10002
Graham,2023,8067
Graham,2027,8095
Graham,2028,8100
