county,_2016_02_29,_2016_03_31,_2016_04_30,_2016_05_31,_2016_06_30,_2016_07_31,_2016_08_31,_2016_09_30,_2016_10_31,_2016_11_30,_2016_12_31,_2017_01_31,_2017_02_28,_2017_03_31,_2017_04_30,_2017_05_31,_2017_06_30,_2017_07_31,_2017_08_31,_2017_09_30,_2017_10_31,_2017_11_30,_2017_12_31,_2018_01_31,_2018_02_28,_2018_03_31,_2018_04_30,_2018_05_31,_2018_06_30,_2018_07_31,_2018_08_31,_2018_09_30,_2018_10_31,_2018_11_30,_2018_12_31,_2019_01_31,_2019_02_28,_2019_03_31,_2019_04_30,_2019_05_31,_2019_06_30,_2019_07_31,_2019_08_31,_2019_09_30,_2019_10_31,_2019_11_30,_2019_12_31,_2020_01_31,_2020_02_29,_2020_03_31,_2020_04_30,_2020_05_31,_2020_06_30,_2020_07_31,_2020_08_31,_2020_09_30,_2020_10_31,_2020_11_30,_2020_12_31,_2021_01_31,_2021_02_28,_2021_03_31,_2021_04_30,_2021_05_31,_2021_06_30,_2021_07_31,_2021_08_31,_2021_09_30,_2021_10_31,_2021_11_30,_2021_12_31,_2022_01_31,_2022_02_28,_2022_03_31,_2022_04_30,_2022_05_31,_2022_06_30,_2022_07_31,_2022_08_31,_2022_09_30,_2022_10_31,_2022_11_30,_2022_12_31,_2023_01_31,_2023_02_28
Hyde County,107798.8361,107753.1735,107404.6425,107490.4437,107901.94,108390.2816,108773.7093,109294.8152,110018.7975,110825.3345,111806.4743,112585.8785,112960.4477,113160.509,113505.5595,113604.9762,113588.5093,113569.4349,114219.0808,114817.1514,115571.8981,116042.3831,116526.7309,116507.6123,116456.6429,116821.3087,117501.5673,118102.7508,118371.2169,118872.2709,119632.2784,119968.5309,119091.7642,117989.4469,117027.1303,117256.167,117995.4914,119508.9537,120843.4416,121773.1727,122666.0584,123701.7373,124882.2887,125381.5123,125894.3817,126039.7509,126709.1532,127010.3274,127691.9816,128618.3884,130254.339,131771.5441,133000.0302,134227.0239,136396.5822,139370.9491,142802.0523,146093.1681,149180.6806,151337.0314,153029.1779,154408.3745,156281.2994,158723.366,161636.258,163890.939,164941.0341,164850.2505,165090.3687,166215.8367,167823.7085,171705.0786,177374.8126,184094.5103,189791.313,193592.3543,196561.3691,197244.1772,196943.1541,195202.9598,193747.3507,192351.3813,191631.0203,192496.3073,194285.1056
Iredell County,189765.7562,190528.1095,191058.9478,191549.1183,192422.3278,193189.676,194320.5983,195189.1395,196282.8804,197342.4424,198435.1155,198886.5022,198844.6951,198787.9614,199542.7833,200814.4744,202361.3998,203688.1194,204900.0786,205663.3915,206540.7147,207548.0993,208764.1661,210045.7943,211147.8055,212226.6036,212972.6431,213695.1538,214269.7556,214891.0335,215482.8592,216140.1239,216769.505,217673.8815,218770.2756,219766.7333,220369.6732,220784.3178,221159.4405,221593.0213,222062.3062,222833.7293,223794.4266,224725.0863,225551.0957,226585.0632,227794.3245,229239.22,230880.079,232778.6528,234529.6151,235612.1149,236329.2669,237575.939,239909.7735,243388.0182,247537.568,252254.2796,257141.7895,262242.2364,267402.7569,272591.6253,277692.6184,283140.9964,288985.0065,294529.3682,298784.2066,301904.4629,304890.6948,308638.9623,312893.3802,319061.3244,326341.9769,334951.0069,343397.575,351366.2133,358256.645,362589.8782,364242.9941,364108.6232,363448.7406,362726.1721,360725.5208,358533.3635,356691.6674
Jackson County,193196.9596,193755.632,194092.4365,194019.7919,194564.1338,195063.4514,195765.3222,196727.4111,197642.2832,198985.2682,200226.0461,201608.2112,202319.3425,203327.601,204523.6219,205892.7732,206728.0565,207290.9177,207830.636,208386.562,209620.4688,211162.1995,213185.1079,215146.7694,216856.8882,218530.2871,220024.1905,221903.3473,223628.9141,225043.3337,225787.8011,226125.3829,226498.2699,227304.819,228340.1585,228932.7212,229584.188,230284.3851,231169.873,231400.952,231202.3457,231177.7676,231377.4452,231429.7824,230941.8163,230660.3354,231344.0001,232633.167,234523.3033,236210.6486,238067.5365,238954.0252,239874.5475,241282.5886,244442.1792,248904.3067,254749.375,261324.665,268226.6344,274167.243,280159.8997,286180.6022,293482.8579,301505.2309,309986.8524,316524.3486,320561.495,322759.7562,324413.5687,326411.4937,328303.2701,334043.9537,342465.7523,353868.9238,364863.6979,374552.277,381858.0821,385629.2736,387125.327,386501.4559,386078.5643,384834.0501,383685.0056,382648.5582,382701.1018
Johnston County,164273.6996,165147.0547,165858.4951,166519.2425,167368.8451,168333.6694,169335.2673,170434.3532,171518.7555,172648.3382,173790.9294,175013.3207,176269.5841,177416.3649,178616.0137,179779.4876,180970.9652,181999.256,183037.1904,183947.2785,184980.0392,186142.2812,187487.0276,188810.4198,190020.3167,191334.7065,192489.6726,193617.1169,194485.4839,195566.6915,196635.3721,197898.9581,199034.6309,200122.9461,201022.8487,201844.6144,202519.7534,203313.687,204192.1581,205110.2168,205947.7278,206813.145,208118.4588,209593.4045,211210.242,212707.2049,214098.5375,215353.5592,216482.8932,217599.7304,218604.5979,219342.356,220039.1971,221128.9959,222999.2984,225730.0438,228982.8397,232488.9541,235894.1931,239241.875,242870.4944,246645.3616,250685.4804,254888.2481,259501.3453,264152.0954,268550.9979,272659.995,276894.9306,281602.4381,286629.5717,292707.908,299410.0449,307221.0487,315038.7646,322425.323,328817.0411,332748.1484,334156.7238,333043.6069,331408.3309,329514.5119,327162.3001,325061.8524,323503.4421
Jones County,61622.00645,62133.72175,62414.55501,62825.98692,63510.42097,64060.65728,64447.0086,64886.42885,65269.78981,65436.66806,65457.12036,65438.3854,65467.72901,65588.63269,65777.30049,66057.51437,66244.60183,66545.72506,66878.57507,67187.69408,67410.03956,67761.47813,68192.63991,68575.75349,68656.15628,68722.74984,68777.38095,69129.83423,69513.50121,69751.61114,69613.08966,69274.55525,68845.24816,68985.56414,69431.02564,69778.72171,69323.14811,68457.67011,67636.98301,67109.25644,66748.42712,66593.37409,66376.21068,66003.47044,65784.03076,65586.48375,65383.87278,64841.66941,64590.07272,65170.35677,66397.50155,67794.19816,68639.02636,69341.89373,70540.88996,72954.40557,75838.0661,78564.37482,80556.80294,82186.95444,83548.40712,84729.8394,85724.29112,86732.53197,88152.15281,88469.68275,87479.37839,85467.06011,84516.93517,85134.55505,86058.43076,88865.06414,92786.43692,98009.73685,102240.9624,105354.2056,108011.9021,109558.2577,110510.7654,110223.106,109906.457,109267.513,108561.1895,109833.7233,111143
Lee County,131823.7287,132179.0496,132655.8215,133261.2015,133952.3547,134143.4751,134355.6924,134789.7164,135407.4673,135749.2919,136005.5359,136125.2747,136133.0938,136228.585,136714.1578,137305.2623,138051.4463,138966.9579,140011.8418,141032.8212,141781.3098,142584.3878,143459.9932,143626.0109,143356.9587,142970.1171,143246.4986,143805.1669,144419.9368,145117.255,145966.0372,146840.5448,147582.9979,148407.9625,148925.4667,148570.7308,147658.6444,146897.7065,146759.9422,147007.3196,147256.1139,147733.5895,148510.3321,149344.1771,150625.3284,151808.8983,152957.8434,154312.604,156473.9905,159458.6798,162194.5415,163997.9715,165271.6196,166453.3072,167509.9887,168889.5781,170298.5493,172098.5431,173677.373,176339.9867,180576.5546,185949.956,190514.4226,194222.5694,197080.5834,199032.1052,199256.5939,198942.4379,199266.4922,200673.175,202082.9094,206222.5627,212839.4738,221675.5638,229247.3653,235389.7571,239950.9349,243377.6238,245461.0225,246706.7132,247480.0806,247739.2219,247406.1074,247668.3908,249569.4143
Lenoir County,63493.51281,63554.64125,63630.09203,63551.04918,63678.27246,63621.6293,63649.37585,63601.16058,63759.7185,63854.58341,63899.52053,63958.68009,64083.63989,64241.00727,64248.97731,64184.5638,64252.64935,64574.71312,65088.40671,65717.96992,66386.79512,67053.86772,67632.26837,68084.84385,68357.36357,68750.58363,69155.9915,69735.3322,69912.74756,69795.73815,69559.58189,69628.48946,69849.2821,70276.09145,70724.31672,71328.29592,71638.83351,71860.75246,71887.44494,72066.43755,72297.92751,72664.60862,73091.48105,73345.07852,73696.4772,73935.68375,74371.68095,74609.97148,74994.47923,75307.0876,75811.38126,76212.99071,76380.02397,76542.75084,77151.4799,78478.06568,80212.13636,81995.81322,83696.6047,85137.21233,86497.46621,88271.66031,90233.16994,92241.75305,94157.25442,95213.01414,95294.49016,94486.45087,94251.99017,95190.70957,96252.38218,98556.14202,101621.1421,105730.2555,109314.9087,112217.3487,114973.9321,117525.2055,119538.7529,121049.9096,122203.5017,123203.007,123813.9023,124312.5257,125020.8869
Lincoln County,181874.6771,182385.8621,182943.3506,183564.5275,184546.3808,185613.2982,186764.1519,187981.787,189192.7334,190439.4942,191464.4622,192460.9109,193335.7287,194610.3177,196001.6516,197271.4114,198201.9533,199063.8065,200229.7358,201392.6529,202767.0107,204188.6961,205737.7722,207090.7465,208272.7567,209527.6854,210949.8746,212689.2304,214353.9493,216155.2228,217832.9702,219443.9806,220672.6484,221808.9963,223155.8254,224714.6031,226450.3061,228141.9744,229603.38,230492.4575,231083.0835,231384.9472,231934.7926,232630.6468,233909.5419,235731.905,237856.3067,239754.6775,241543.5811,243091.7151,244517.3389,245001.5815,245318.0566,246194.3413,248483.6223,252002.5291,255997.6276,260222.3318,264544.1741,268659.8486,272806.8401,276563.2024,280722.8676,285514.4798,291254.2567,296728.3336,300985.8259,304043.5619,306672.9707,310018.7268,313728.0259,319463.7835,326241.7601,334372.2136,342241.8382,349435.9364,355659.094,359645.767,361422.2874,361366.6164,361098.0761,360887.8581,359934.6772,358748.0656,357862.3247
Macon County,160621.6634,160988.9735,161555.7278,161979.3929,162237.5744,162000.2655,161951.6116,162340.1358,163184.2243,164253.4075,165354.6366,166243.4553,167148.318,167834.7359,168748.6655,169579.6805,170479.1672,171495.9398,172434.3225,173487.2057,174570.9015,176035.0707,177418.9918,178419.9889,178975.978,179720.2948,180563.4917,181376.3586,182233.4857,183343.817,184436.682,185188.4022,185557.786,185836.7547,186345.7829,186898.9123,187742.6426,188779.3144,189856.1848,190696.1586,191147.6014,191490.0068,191831.9453,192103.4801,192694.0671,193605.3198,194839.684,196246.8664,197828.6606,199376.1412,200605.5382,201308.6496,202007.6092,203122.1457,205255.7395,208458.2689,212639.909,217520.2407,222989.4759,228510.9177,234170.5996,239428.0714,244594.5747,250162.3826,255929.7667,260601.9992,263250.2954,264387.8657,265739.121,268015.2729,270919.1023,275661.7026,281885.0019,289558.5429,297358.7021,304782.0064,311742.5696,316599.2565,318265.8634,317835.5045,316177.0389,314753.812,312415.8763,310926.5029,310181.1165
Madison County,165382.1493,166474.6421,166808.7005,166942.0275,167650.8758,168255.5024,169386.6125,170724.6995,172748.8108,174380.9062,175680.9759,176809.5252,178098.6177,179343.1246,181040.974,182215.1417,183285.1923,183798.4572,184484.936,184716.9594,184783.7523,184584.1424,184885.4467,185399.751,186344.3433,187165.0058,187439.8343,187757.8777,188369.6031,189457.8699,189846.9122,189654.9846,188817.3163,188854.4099,189351.8677,190754.8283,192121.3263,194079.6217,195953.2109,197553.0817,198887.2224,200502.2565,201731.0337,202393.2326,202971.9413,203786.6606,204431.7439,204718.3506,205818.8009,208210.3621,211023.5567,213298.6965,214515.2597,215910.2347,218228.906,221724.6542,225661.3502,230290.2458,235415.2367,240095.0478,244733.4992,249071.0171,254386.8372,260085.6258,265976.0304,270362.229,271590.733,271293.8207,271014.2071,274090.2586,278896.9945,286394.0521,293929.8373,301682.4864,308080.5541,312644.0724,315762.8001,316520.8179,317180.1689,317014.2083,317544.4161,316795.9464,315104.6112,317242.9968,320904.6
Martin County,53873.68031,53787.89115,53676.95639,53505.14937,53591.68462,53822.33055,54365.26314,54768.01357,55181.2,55521.71919,55809.57318,55865.9363,55604.5051,55364.31494,55259.10518,55416.36996,55137.95968,55191.51803,55109.50351,55878.16825,56494.44064,57061.43922,56827.97531,56106.35842,55302.83582,54904.09434,54774.81879,54952.78467,54909.96608,54851.25489,54630.69083,54413.73661,54167.90229,54217.28194,54563.09514,55256.27562,55939.60081,56634.62532,57082.41412,57344.89971,57559.28443,57753.20393,57922.97404,57770.42175,57921.13821,57928.11834,58175.26406,58178.75204,58696.56327,59541.89182,60489.1309,60910.90775,60691.22158,60477.76917,61085.38914,63085.52979,65623.14009,67693.8116,68791.30756,69430.19341,70186.26012,71500.04898,73446.40807,76162.30069,78948.62598,80907.91437,81751.07541,81797.16227,82246.18735,83420.71868,84753.5449,86035.63926,86623.58984,86742.77332,86547.03755,86776.84431,87981.6226,89323.15235,90291.76951,90311.25557,89811.71399,88979.36137,88120.72507,88988.26835,90544.52734
McDowell County,122355.8742,122515.6397,122899.064,122909.565,122917.5623,122886.4783,123287.465,123817.2835,124796.9069,125934.9781,127101.7112,127979.2277,128290.4233,128420.5086,128664.0851,129133.8773,129293.3379,129356.2078,129638.1204,130487.8419,131640.097,132981.4242,134165.4755,135267.9531,136314.9146,137905.0496,138975.563,139786.3353,140166.925,141078.3893,141800.3337,142394.6301,142642.4968,143370.3583,144389.6726,146335.8333,148921.5391,151763.2171,153858.6203,154760.645,155091.8415,155380.5,155754.4484,156163.6029,156969.9654,157952.1974,158787.7985,159252.0525,159192.1671,159584.9871,159806.9626,159325.0639,159180.7644,160201.5004,163270.2453,166753.7785,169494.9678,172310.6749,174985.8848,178476.6478,181935.8954,185115.3051,188140.9141,192208.5329,198708.1808,203617.9262,205028.049,202445.7993,200351.7355,200433.5911,201029.338,203580.7193,207298.6059,212753.7361,218079.9393,222164.8726,225774.7971,227603.0342,228813.0876,229026.6166,229261.5871,229121.9772,228789.4316,228665.7456,228899.9858
Mecklenburg County,192570.249,193974.2547,195305.7956,196651.4208,198188.1403,199590.9743,200935.1052,202333.9051,203818.3802,205444.4307,207180.0918,208976.5782,210671.7484,212315.4884,213991.2405,215506.5377,216911.1713,218238.9874,219768.6227,221295.7682,222894.2883,224624.907,226525.7261,228529.857,230477.5484,232427.8287,233966.5577,235339.3895,236324.4716,237453.9495,238616.3734,239975.5588,241383.6594,242961.818,244391.5786,245731.58,246676.2417,247539.2324,248180.5238,248846.6559,249414.119,250276.3559,251376.0053,252768.4666,254327.7248,256042.544,257690.531,259292.7888,260878.7065,262634.2746,264111.8063,264960.0111,265642.0747,266896.9832,269308.824,272714.4844,276765.9048,281298.0342,285982.3849,290720.0218,295536.2928,300594.4942,305896.4751,311762.1496,318252.7743,324902.2112,330876.9546,336217.5492,341305.2912,347051.0443,353051.9782,359880.0677,366899.7321,374583.9084,382222.7047,389509.985,395884.9751,399808.7637,400794.882,399008.6129,396973.0379,394961.6876,392619.0508,389852.0118,387593.6533
Mitchell County,105986.1317,106140.0488,106003.9405,105931.2952,106238.5785,106668.3821,107087.803,107341.6446,107813.5092,108464.8033,109153.457,109658.908,109956.7569,109923.6434,110170.7762,110590.425,111215.1208,111889.3386,112336.1994,112784.617,113038.2444,113223.6006,113287.7308,113328.7985,113447.1575,113917.1537,114134.6298,114248.4101,114190.9633,114558.4271,115373.3859,116312.4288,116929.2397,117515.0544,117986.7135,118813.4604,119600.9759,120408.0543,120731.2931,120740.3843,120763.6274,120989.1098,121434.8646,121794.6077,122424.3099,123078.8007,123943.9705,124845.8412,125858.6357,126807.6295,127563.8776,128000.3554,128168.4959,128581.1647,129947.6356,132339.4586,134970.3661,137334.2321,139453.2247,141828.2004,144508.2961,147332.7987,150430.5563,153708.9191,157545.7087,160649.1589,162619.7567,163188.2072,163357.8133,164122.5037,164868.7836,167901.2304,172060.5699,177668.3346,182543.0462,186518.1419,190151.5361,192332.3315,193304.5862,192901.8745,192859.6128,193039.6003,194788.5933,199630.3686,206216.5908
Montgomery County,113894.9411,113312.2061,112546.1703,112254.5987,112648.9267,113090.5459,113475.1982,113662.7884,114046.7469,114444.3277,115176.7399,115424.1522,115170.4782,114482.2567,113929.7186,113785.5318,113777.6205,114323.4043,114938.6625,115673.5457,116202.5289,116988.7338,117857.9918,118426.1219,118434.1361,118661.222,119131.9443,119676.1502,119898.7814,120155.1323,120606.68,121297.7613,121875.3339,122606.9201,123271.4193,123729.8579,123851.8056,123695.4457,123683.7336,123776.5072,123902.408,124112.0103,124353.528,124589.8999,125009.8137,125512.5618,126205.899,126935.2512,127965.7591,129370.6206,130848.5197,131860.2104,132541.6433,133745.4545,136050.9952,139512.557,142973.2484,146206.5741,148946.3917,151385.7808,153507.8588,155557.2622,157614.208,160412.1401,164033.6689,166757.0921,168386.2543,168431.873,168735.6175,169545.0762,170692.1261,174092.616,178295.1416,183256.7853,187401.014,191037.2763,194403.3646,196770.9191,198176.6229,198738.4964,199464.2611,200102.3215,200006.1876,199204.6794,199587.1141
Moore County,196994.7223,198047.247,199086.0266,199815.5322,200120.0606,200010.769,200100.5075,200691.3067,201764.5309,202861.2411,203851.1186,204115.5393,204252.4832,204485.7033,205554.2265,206633.5953,207794.7954,208816.3711,210255.9863,211450.8579,212715.4021,213623.6143,214630.1439,215220.6718,216038.1162,217121.8158,218380.5932,219526.73,220256.5987,221263.1228,222252.8658,223298.1987,224075.7219,224969.7298,226031.7877,226752.4728,227195.5535,227598.6337,228251.4286,229082.9098,230110.2743,231251.441,232456.309,233234.6743,234330.9386,235856.695,237856.9419,239839.8416,241419.3015,243012.0306,244384.9422,245457.9543,246585.9016,248054.6317,250591.8019,253888.8635,257957.8636,262422.3479,266990.2711,271218.4552,275460.2338,279536.4754,284119.1212,289532.263,295585.8942,300919.2133,304596.9683,307217.1149,309795.3651,312966.4457,316454.6192,322032.3867,328924.8573,337674.6206,346677.9409,355891.5747,363768.5048,368743.1411,370396.932,370145.2519,370354.4018,371021.8484,371704.4937,371786.0506,372506.5634
Nash County,108906.8075,108908.0065,108650.4882,108221.1085,108028.8287,108070.2376,108408.2371,108929.8322,109576.3518,110071.4265,110644.8158,111220.9067,111796.5733,112177.1735,112455.5114,112738.5878,113132.637,113621.8416,114135.0025,114788.6657,115427.8476,116326.2673,117250.4393,118164.1528,118797.458,119462.953,120133.795,120700.2098,120964.3196,121265.121,121645.2006,122412.067,123114.9485,123896.0573,124759.2667,125374.1602,125969.3124,126360.736,126788.2986,127043.7088,127226.512,127543.5665,127980.4678,128297.0236,128919.468,129853.6718,131107.9871,132217.7288,133180.7948,134156.0206,135174.1346,136102.9257,136888.5742,137884.7881,139331.3486,141272.1068,143634.9486,146450.6481,149505.7525,152447.2396,155208.644,157754.2512,160270.5514,162872.0431,165921.4182,167969.4295,168507.5874,167954.2974,167914.0426,169131.3743,170401.4311,173322.4012,177395.0479,182964.8946,188220.4836,192820.0737,196913.9451,199920.8308,201805.0729,202540.2965,203145.95,203487.7135,203639.8299,203575.9442,204145.2947
New Hanover County,209917.773,210807.7112,211405.6718,211752.2301,212240.8016,212381.9474,212582.5827,213202.3463,214305.3629,215662.3327,216932.6672,218039.8183,219209.1732,220505.2129,222283.3632,224004.997,225732.5285,226971.1411,228070.8964,229019.38,229883.9243,230884.6441,232085.0998,233478.2559,234857.1269,236139.6674,237368.285,238540.7825,239535.8712,240520.1663,241482.8689,242537.8202,243579.6788,244454.5403,245338.3045,246136.29,247258.7996,248667.0864,250445.258,252038.0941,253201.8573,254065.8132,254921.0461,255650.1158,256627.4175,257853.1641,259391.5804,260961.3481,262747.5373,264892.7001,266891.0282,268156.3523,268867.0125,269740.3888,271452.5592,274229.5821,277723.0588,281475.4577,285186.1013,288979.806,293187.0588,297668.1319,302463.0281,307657.6431,312875.4237,317679.327,321613.7125,325037.4935,328412.611,331961.2076,335598.2804,340165.5127,345852.2234,353098.1908,360967.4281,368369.434,374721.7521,378735.5691,381028.6133,382470.5135,384513.1023,386391.1099,386789.3676,386835.4197,387733.6045
Northampton County,53536.29503,53413.13479,53416.70867,53976.46728,54969.3185,55842.33576,56124.43214,56035.08729,56119.2406,56416.37463,56783.28373,57058.1269,57390.2174,57498.44534,57766.80704,57978.55928,58687.91692,59607.30199,60555.56217,61379.83419,62004.48593,62207.32115,62222.3477,62452.52561,62946.01249,63711.61592,64123.16457,64599.09093,64638.07742,64950.11267,65071.23419,65209.19129,64758.98823,64564.88569,64319.75274,64332.64858,64341.4684,64606.66069,65011.21008,65188.1403,65418.16936,65779.0174,66513.65847,66942.46747,67008.95385,66831.04572,67074.23902,67381.49667,68202.70628,69658.64375,71655.90434,73173.36474,73393.01778,73617.60126,74559.64316,76656.53421,78739.34412,80332.30454,81807.88265,83213.15466,85011.91478,86974.12349,89547.50436,92405.22333,95029.63576,95764.1994,94800.64503,92894.49274,91897.24812,91685.90106,91780.84842,93167.54971,95657.99438,99217.02413,102135.3352,104097.0202,105414.37,106099.3032,106702.932,106983.3285,107085.2838,106209.2546,104911.6785,103476.9893,102939.5579
Onslow County,140708.5588,140024.4714,139977.2009,140465.521,141203.1285,141605.757,141814.9225,141954.3724,142386.0691,142756.0939,142898.4744,142787.795,142602.2916,142575.9432,142694.6577,142919.8319,143255.3979,143668.5828,144269.662,145018.0623,145829.6753,146587.5518,147341.0634,148073.1599,148703.3953,149295.4309,149808.4893,150406.9655,150968.4577,151727.2781,152673.293,153637.0289,154603.1075,155720.3783,157227.7488,158795.2105,160299.0094,161568.8023,162632.4555,163373.4391,164044.589,164808.293,165704.7205,166460.7537,167346.287,168430.7895,169681.7916,170924.5428,171971.0394,172962.171,173614.8717,173989.1612,174271.4889,174812.422,175850.0484,177254.4497,179023.2753,181067.508,183224.0501,185397.3324,187556.4903,189869.7154,192195.1959,194648.1641,197190.6232,199792.9017,202140.8127,204128.1614,205841.9568,207889.9925,210150.372,213577.8791,217637.8387,222420.4169,226821.3191,230533.6256,233993.2453,236845.6915,239329.944,241064.8451,242800.0999,244456.1073,246035.5099,247387.6923,249095.4626
Orange County,251334.342,251938.7021,252649.1563,253949.3742,255676.2891,257064.0415,258122.581,258968.0469,259898.4195,260535.1784,261326.7265,262109.3401,263060.0853,263928.8323,265242.7174,266930.3558,268958.5072,270863.4412,272861.3517,274731.775,276397.7201,277627.4121,278553.1192,279720.1133,280883.224,282509.7712,284236.8002,286399.5044,288441.3072,290491.2631,292194.6371,293860.3883,295202.3628,296401.8029,297380.6133,298041.2767,298695.6589,299900.0309,301439.8399,302988.685,303979.01,304787.163,305480.1595,305932.0416,306559.2767,307343.2327,308218.3381,308793.1845,309510.201,310966.8199,312788.9947,314101.9881,314770.823,315918.9535,318566.8922,322803.9663,327900.1274,332944.9498,337560.3035,341442.0863,345692.4262,350352.3466,356063.113,362678.4175,369645.0161,375836.4364,379877.1217,382064.5952,384272.4164,388022.5103,393196.3413,400440.1782,409348.986,419814.8026,430218.5904,439649.4507,447733.1691,452336.9415,453484.4431,451707.6165,450006.5099,448157.1895,445962.1101,443889.7615,442470.0435
Pamlico County,139887.5566,140064.7094,140298.8237,140401.4674,140618.1463,140549.7821,140887.2428,141429.0588,142157.7383,142823.8235,143525.8579,144338.182,145177.2976,146035.9481,147203.6458,148322.9596,149498.0302,150672.9067,151663.9093,152437.3866,152924.126,153562.198,154162.5373,154710.0342,154718.7324,154691.5749,154854.9966,155345.3246,155761.8203,156241.2506,156958.9432,157736.6217,157984.4861,158419.1206,159361.396,160493.6272,161689.153,162651.65,163406.5136,163891.5768,164375.4648,165052.1208,165776.1714,166484.557,167741.3955,169106.7704,170261.7053,170961.4927,171558.259,172747.5615,174315.6121,175735.9862,176617.7318,177119.6666,178291.3015,180392.3589,184432.8858,189370.6309,195254.3816,199855.8962,203229.5563,205280.632,207617.658,210787.467,214687.9026,218314.3632,220837.1338,222172.7018,223379.1804,225140.2192,226220.7702,228286.9746,230865.0651,235127.1276,239197.3784,242957.3129,246867.2985,249642.079,251534.7927,252060.0846,252318.9638,252389.5265,252194.9607,252747.573,254043.7388
Pasquotank County,131808.2357,132141.3573,132292.2492,132633.4929,133230.9374,133556.0015,133683.1377,133838.042,134500.8669,135157.4076,135124.7323,134812.7044,134252.677,133918.6445,133641.7015,133591.413,133675.9095,133707.4247,133723.6557,134143.2506,134666.024,135678.4051,136611.1342,137771.4673,138790.0833,140071.2577,141160.0433,142014.2484,142434.4074,143012.1707,143314.076,143545.6375,143636.9849,144538.2683,146114.2788,147316.6031,147546.4263,146615.8395,145541.4707,144409.5134,143632.0248,143128.2297,142912.9957,142561.2942,142715.6983,143223.4854,144015.2409,144559.016,145462.9982,146644.3162,147722.1253,148245.4492,148774.0213,149623.0659,151150.8757,153412.2283,156210.8799,159178.9325,161931.9349,164723.0272,167556.9913,170160.4873,172286.5099,174479.3784,176789.0817,178939.4261,180120.5682,180631.6954,181261.0455,181733.1384,182193.8905,184114.5173,187624.2519,192492.3005,196797.8335,200758.948,204237.7639,206830.2064,208469.9064,209236.6128,209941.0569,210300.0615,210754.4485,211493.4487,212708.4544
Pender County,213326.6449,213663.4191,213928.5434,214191.1587,214996.7349,215899.2243,216958.0411,218051.8158,219177.7453,220311.6839,221341.6293,222055.7823,222861.0436,223870.2609,225323.1888,226353.6954,227127.8207,227749.2763,228585.4258,229399.1382,230388.4568,231684.0222,233269.9377,234693.7641,235845.4873,237028.3717,237795.5871,238177.2811,238229.3237,238740.7179,239614.4147,240415.9182,241198.4213,242060.6675,243277.3593,245044.014,247226.4966,249751.5815,251692.5041,252790.2363,253410.8637,254017.4409,255024.5213,255963.6866,257109.6651,258560.7867,260099.0104,261889.9571,263680.7203,265680.623,267101.1382,267716.9516,267968.4559,268712.2487,270782.5391,274161.0532,278227.9446,282717.7865,287334.9299,291949.9482,297097.3833,302593.754,308576.4211,314476.7716,320328.9422,325866.8747,330670.4984,334535.0375,337664.3802,341003.9635,344680.1727,350075.1793,357013.5106,365448.9044,374053.1382,381543.8352,388087.2817,392219.5329,394400.9055,394618.2087,394869.2119,394859.9534,393952.3712,393092.227,393159.4636
Perquimans County,143650.1909,143752.4167,144209.5582,144465.21,143499.1254,142240.2034,140780.4701,138847.0582,136409.1686,133466.508,131494.9382,130629.2796,130828.7335,131797.9669,133155.4822,134094.3754,134708.7425,135250.6669,136280.7003,138547.1153,141443.905,144690.3604,147159.9782,149092.3586,150975.2242,152165.7253,152652.8934,151733.332,150780.3698,149845.5603,149420.6178,149074.0058,148786.0445,148929.5711,149693.9367,149580.8488,147991.3543,145270.4365,142617.6161,141312.1297,140727.5439,140839.5255,140823.8064,140548.1329,140910.9483,141639.0418,142628.9503,143066.5182,143145.4486,143586.6264,144288.1693,145172.596,145864.3423,147169.8043,149204.4082,152637.0707,156581.7913,160407.0492,163728.6593,166123.2858,168251.8906,171272.6449,175639.8346,181545.1323,187021.0793,190883.1409,193909.1592,196304.7106,199696.98,202635.7377,204652.9805,208168.3476,212788.4131,219458.731,225117.9449,229774.3141,233165.229,235447.8798,236849.8411,237515.1496,237986.9399,238056.3736,238033.613,238507.5543,239893.9983
Person County,104683.7771,105157.8904,105417.9579,105691.562,105947.1908,105985.2794,105990.1616,106211.8026,106989.3821,108147.839,109470.4684,110452.3303,110881.3746,111130.6838,111686.268,112483.513,113369.8435,114183.1805,114955.7802,115746.2297,116529.6235,117439.898,118567.7747,119601.9787,120629.9344,121567.6612,122247.8015,122429.207,122070.1354,121803.6947,121967.6369,122545.5254,123127.8949,123741.1006,124412.3236,125360.932,126463.9375,127557.9896,128343.5433,128828.9134,129214.9534,129578.6578,129869.0829,129859.3247,130093.6133,130705.0273,131718.4896,133101.8443,134864.9093,136953.3932,138567.1114,139496.0336,139954.703,140707.8881,142246.9754,144655.0197,147190.6412,149489.4594,151605.8268,154002.1956,156515.3979,158951.5929,161507.7759,164480.3607,167649.5873,169648.8987,170161.76,169848.212,170275.0893,171852.3624,173639.1379,175979.8286,178121.6601,180558.5407,182800.9108,185181.4135,188207.0969,190649.4878,192093.0124,191790.0354,191033.9418,190371.0197,189753.5089,191277.98,193673.0941
