"county","year","population"
"Lenoir County",2012,58858
"Mecklenburg County",2025,1206758
"Rutherford County",2045,68048
"Carteret County",2040,76317
"Lenoir County",2020,55094
"Mecklenburg County",2029,1282665
"Sampson County",2037,58832
"Caswell County",2010,23727
"Lenoir County",2023,54299
"Mecklenburg County",2039,1481433
"Sampson County",2047,58822
"Caswell County",2014,23185
"Lenoir County",2029,52634
"Mecklenburg County",2046,1620218
"Scotland County",2010,36028
"Caswell County",2021,22402
"Lenoir County",2034,51249
"Mitchell County",2010,15504
"Scotland County",2014,35439
"Caswell County",2023,22245
"Lenoir County",2040,49587
"Mitchell County",2028,14657
"Scotland County",2027,32477
"Caswell County",2025,22051
"Lenoir County",2050,46813
"Mitchell County",2035,14394
"Scotland County",2049,29673
"Caswell County",2028,21763
"Lincoln County",2019,85670
"Mitchell County",2047,13964
"Stanly County",2011,60436
"Caswell County",2036,21002
"Lincoln County",2022,91171
"Montgomery County",2011,27560
"Stanly County",2024,63311
"Caswell County",2041,20527
"Lincoln County",2041,115419
"Montgomery County",2015,26447
"Stanly County",2025,63346
"Catawba County",2015,156281
"Lincoln County",2045,120521
"Montgomery County",2026,25738
"Stanly County",2028,63895
"Catawba County",2024,164898
"Macon County",2010,33967
"Montgomery County",2030,25737
"Stanly County",2030,64296
"Catawba County",2025,165952
"Macon County",2017,35727
"Montgomery County",2042,25737
"Stanly County",2031,64496
"Catawba County",2027,168060
"Macon County",2018,36173
"Montgomery County",2046,25738
"Stanly County",2035,65302
"Catawba County",2030,171221
"Macon County",2022,37653
"Moore County",2031,125960
"Stanly County",2046,67517
"Catawba County",2032,173331
"Macon County",2025,38564
"Moore County",2032,128304
"Stokes County",2020,44561
"Catawba County",2042,183870
"Macon County",2029,39779
"Moore County",2042,151617
"Stokes County",2028,45649
"Catawba County",2044,185979
"Macon County",2037,42207
"Moore County",2050,170097
"Stokes County",2029,45691
"Chatham County",2011,64383
"Macon County",2044,44333
"Nash County",2013,94120
"Surry County",2046,70234
"Chatham County",2015,69102
"Macon County",2048,45547
"Nash County",2015,93505
"Surry County",2048,70143
"Chatham County",2017,72340
"Madison County",2020,21215
"Nash County",2018,94168
"Swain County",2017,14493
"Chatham County",2028,86826
"Madison County",2021,21446
"Nash County",2036,95345
"Swain County",2033,14747
"Chatham County",2042,105072
"Madison County",2023,21598
"Nash County",2049,95338
"Swain County",2044,15101
"Chatham County",2043,106392
"Madison County",2024,21674
"New Hanover County",2012,208126
"Transylvania County",2021,33361
"Cherokee County",2016,28078
"Madison County",2040,22885
"New Hanover County",2016,219854
"Transylvania County",2027,34265
"Cherokee County",2026,30023
"Madison County",2046,23339
"New Hanover County",2034,271202
"Transylvania County",2028,34428
"Cherokee County",2028,30446
"Martin County",2024,21105
"New Hanover County",2036,277195
"Transylvania County",2030,34755
"Cherokee County",2034,31713
"Martin County",2039,18325
"Northampton County",2020,17471
"Transylvania County",2037,35899
"Cherokee County",2042,33406
"Martin County",2041,17952
"Northampton County",2024,16690
"Transylvania County",2041,36555
"Chowan County",2010,14725
"Martin County",2045,17212
"Northampton County",2031,15577
"Transylvania County",2044,37048
"Chowan County",2011,14775
"Martin County",2050,16286
"Northampton County",2032,15418
"Transylvania County",2048,37701
"Chowan County",2015,14205
"McDowell County",2010,45053
"Northampton County",2043,13667
"Tyrrell County",2019,3568
"Chowan County",2019,13744
"McDowell County",2017,44665
"Northampton County",2049,12712
"Tyrrell County",2020,3240
"Chowan County",2026,13727
"McDowell County",2033,44773
"Onslow County",2014,192373
"Tyrrell County",2036,2769
"Chowan County",2031,13736
"McDowell County",2037,44775
"Onslow County",2018,198024
"Tyrrell County",2048,2457
"Chowan County",2036,13745
"McDowell County",2047,44774
"Onslow County",2024,214478
"Tyrrell County",2050,2409
"Chowan County",2043,13758
"McDowell County",2049,44774
"Onslow County",2033,236194
"Union County",2011,204341
"Clay County",2011,10655
"Mecklenburg County",2038,1461631
"Onslow County",2036,243430
"Union County",2019,235245
"Clay County",2012,10622
"Mitchell County",2012,15301
"Onslow County",2037,245842
"Union County",2024,257482
"Clay County",2013,10696
"Mitchell County",2019,14891
"Onslow County",2044,262724
"Union County",2027,274517
"Clay County",2019,11185
"Mitchell County",2025,14775
"Onslow County",2047,269962
"Union County",2028,280478
"Clay County",2045,14174
"Mitchell County",2029,14621
"Orange County",2012,138534
"Union County",2029,286533
"Cleveland County",2011,97580
"Mitchell County",2032,14505
"Orange County",2017,143207
"Union County",2034,317616
"Cleveland County",2015,97024
"Mitchell County",2033,14468
"Orange County",2018,146824
"Union County",2042,368373
"Cleveland County",2037,106969
"Mitchell County",2038,14284
"Orange County",2020,148911
"Union County",2045,387491
"Cleveland County",2038,107050
"Mitchell County",2048,13929
"Orange County",2024,152586
"Union County",2048,406624
"Columbus County",2010,57855
"Montgomery County",2010,27659
"Orange County",2040,175508
"Vance County",2017,42977
"Columbus County",2020,50580
"Montgomery County",2012,27265
"Orange County",2046,183906
"Vance County",2031,41244
"Columbus County",2025,49375
"Montgomery County",2014,26633
"Orange County",2050,189448
"Vance County",2032,41227
"Columbus County",2026,49138
"Montgomery County",2024,25741
"Pamlico County",2012,12930
"Vance County",2041,41176
"Columbus County",2029,48441
"Montgomery County",2031,25737
"Pamlico County",2016,12661
"Vance County",2042,41175
"Columbus County",2034,47275
"Montgomery County",2035,25736
"Pamlico County",2028,12086
"Wake County",2013,972495
"Craven County",2012,104743
"Montgomery County",2036,25736
"Pamlico County",2036,11804
"Wake County",2015,1020921
"Craven County",2015,102048
"Montgomery County",2040,25737
"Pamlico County",2037,11769
"Wake County",2034,1470350
"Craven County",2018,101809
"Moore County",2028,118913
"Pasquotank County",2016,39975
"Wake County",2046,1781640
"Craven County",2025,102307
"Moore County",2040,146972
"Pasquotank County",2022,40763
"Warren County",2043,19049
"Craven County",2049,102638
"Moore County",2044,156252
"Pasquotank County",2040,41460
"Warren County",2045,19058
"Cumberland County",2013,332762
"Moore County",2046,160877
"Pender County",2010,52333
"Warren County",2047,19068
"Cumberland County",2016,331026
"Nash County",2019,94726
"Pender County",2011,52998
"Washington County",2013,12416
"Cumberland County",2020,335970
"Nash County",2021,95465
"Pender County",2026,70797
"Washington County",2040,8228
"Cumberland County",2042,350032
"Nash County",2032,95355
"Pender County",2047,92270
"Watauga County",2036,59153
"Cumberland County",2050,350047
"Nash County",2039,95343
"Perquimans County",2010,13457
"Watauga County",2048,63838
"Currituck County",2013,24177
"Nash County",2040,95341
"Perquimans County",2020,13006
"Watauga County",2049,63981
"Currituck County",2028,38727
"New Hanover County",2014,213563
"Perquimans County",2022,13445
"Wayne County",2015,120823
"Currituck County",2030,41335
"New Hanover County",2044,301167
"Perquimans County",2031,14086
"Wayne County",2017,118066
"Currituck County",2034,46548
"Northampton County",2015,19731
"Perquimans County",2033,14118
"Wayne County",2030,117098
"Currituck County",2042,56974
"Northampton County",2016,19229
"Perquimans County",2034,14131
"Wayne County",2033,117040
"Currituck County",2049,66101
"Northampton County",2018,18525
"Perquimans County",2035,14140
"Wayne County",2035,117015
"Dare County",2020,37025
"Northampton County",2037,14621
"Perquimans County",2037,14152
"Wayne County",2045,116967
"Dare County",2023,38392
"Northampton County",2038,14463
"Perquimans County",2039,14159
"Wilkes County",2013,68010
"Dare County",2029,41129
"Northampton County",2039,14305
"Perquimans County",2040,14162
"Wilkes County",2017,66851
"Dare County",2048,49789
"Northampton County",2040,14145
"Person County",2014,38657
"Wilkes County",2034,64713
"Davidson County",2023,173876
"Onslow County",2016,193156
"Person County",2015,38793
"Wilkes County",2047,64756
"Davidson County",2026,178261
"Onslow County",2029,226548
"Person County",2019,39066
"Wilson County",2040,77288
"Davie County",2017,41982
"Onslow County",2039,250665
"Person County",2020,39163
"Yadkin County",2018,37251
"Davie County",2023,44223
"Onslow County",2041,255491
"Person County",2024,39767
"Yadkin County",2020,37218
"Davie County",2030,47495
"Onslow County",2042,257902
"Person County",2036,40387
"Yadkin County",2024,37057
"Davie County",2036,50298
"Onslow County",2045,265138
"Person County",2040,40489
"Yadkin County",2025,37040
"Davie County",2037,50766
"Orange County",2037,171268
"Person County",2043,40544
"Yadkin County",2027,37016
"Davie County",2040,52169
"Pamlico County",2015,12611
"Pitt County",2026,173347
"Yadkin County",2029,37006
"Davie County",2043,53569
"Pamlico County",2022,12299
"Pitt County",2050,219339
"Yadkin County",2030,37002
"Davie County",2049,56375
"Pamlico County",2023,12265
"Polk County",2030,19637
"Yadkin County",2032,36997
"Duplin County",2010,58347
"Pamlico County",2029,12053
"Polk County",2033,19646
"Yadkin County",2033,36994
"Duplin County",2012,57182
"Pamlico County",2038,11733
"Randolph County",2014,142308
"Yancey County",2010,17797
"Duplin County",2044,48817
"Pamlico County",2041,11627
"Randolph County",2022,145796
"Yancey County",2015,17766
"Duplin County",2050,48822
"Pamlico County",2046,11451
"Randolph County",2036,155241
"Yancey County",2020,18486
"Durham County",2025,346436
"Pasquotank County",2017,39850
"Randolph County",2043,159962
"Yancey County",2023,18439
"Durham County",2026,351056
"Pasquotank County",2023,40887
"Randolph County",2046,161987
"Yancey County",2034,18262
"Durham County",2029,364915
"Pasquotank County",2031,41351
"Richmond County",2011,46419
"Yancey County",2041,18149
"Durham County",2034,388014
"Pasquotank County",2035,41422
"Richmond County",2016,43826
"Yancey County",2050,18006
"Durham County",2045,438834
"Pasquotank County",2042,41465
"Richmond County",2029,40987
"Durham County",2049,457313
"Pasquotank County",2045,41471
"Richmond County",2036,39641
"Edgecombe County",2016,51297
"Pender County",2031,75909
"Richmond County",2042,38489
"Edgecombe County",2019,49247
"Pender County",2032,76933
"Richmond County",2050,36952
"Edgecombe County",2025,45963
"Pender County",2034,78977
"Robeson County",2017,121375
"Edgecombe County",2030,43055
"Pender County",2038,83067
"Robeson County",2021,116485
"Edgecombe County",2040,37241
"Pender County",2041,86135
"Robeson County",2022,116951
"Edgecombe County",2049,32010
"Perquimans County",2012,13552
"Robeson County",2035,120065
"Forsyth County",2021,384063
"Perquimans County",2017,13057
"Rockingham County",2010,93648
"Forsyth County",2022,386047
"Perquimans County",2021,13251
"Rockingham County",2012,92575
"Forsyth County",2026,396647
"Perquimans County",2023,13598
"Rockingham County",2019,90847
"Forsyth County",2030,409296
"Perquimans County",2024,13720
"Rockingham County",2021,91706
"Forsyth County",2045,460305
"Perquimans County",2032,14105
"Rockingham County",2027,92039
"Forsyth County",2047,467179
"Perquimans County",2045,14171
"Rockingham County",2029,92041
"Forsyth County",2050,477496
"Person County",2028,40046
"Rockingham County",2039,92039
"Franklin County",2037,108275
"Person County",2033,40285
"Rockingham County",2048,92040
"Franklin County",2042,119909
"Person County",2037,40414
"Rowan County",2011,138185
"Franklin County",2048,133872
"Person County",2038,40442
"Rowan County",2013,139143
"Gaston County",2012,209000
"Person County",2041,40507
"Rowan County",2023,150169
"Gaston County",2014,211554
"Person County",2044,40562
"Rowan County",2030,155790
"Gaston County",2028,249729
"Person County",2048,40611
"Rowan County",2032,157602
"Gaston County",2044,280797
"Pitt County",2018,168799
"Rowan County",2044,167451
"Gates County",2027,10093
"Pitt County",2019,170186
"Rutherford County",2022,64184
"Gates County",2029,10060
"Pitt County",2040,197318
"Rutherford County",2037,66732
"Gates County",2030,10047
"Pitt County",2045,208186
"Rutherford County",2038,66897
"Gates County",2041,10002
"Pitt County",2046,210401
"Rutherford County",2040,67230
"Graham County",2020,8024
"Polk County",2018,19551
"Rutherford County",2041,67393
"Graham County",2026,8090
"Polk County",2023,19585
"Sampson County",2016,60565
"Graham County",2036,8115
"Polk County",2025,19605
"Sampson County",2019,59388
"Graham County",2043,8118
"Polk County",2028,19626
"Sampson County",2022,58987
"Granville County",2019,60879
"Polk County",2032,19642
"Sampson County",2035,58836
"Granville County",2023,62776
"Polk County",2037,19654
"Sampson County",2043,58823
"Granville County",2029,67145
"Randolph County",2020,144346
"Scotland County",2012,35998
"Granville County",2043,77334
"Randolph County",2024,147146
"Scotland County",2023,33005
"Granville County",2049,81704
"Randolph County",2027,149168
"Scotland County",2031,31966
"Greene County",2011,21447
"Randolph County",2029,150518
"Scotland County",2044,30309
"Greene County",2022,20119
"Randolph County",2030,151192
"Stanly County",2021,62659
"Greene County",2038,20119
"Randolph County",2032,152543
"Stanly County",2023,63008
"Greene County",2041,20119
"Randolph County",2034,153891
"Stanly County",2029,64096
"Guilford County",2030,576697
"Randolph County",2038,156592
"Stanly County",2037,65705
"Guilford County",2032,586684
"Randolph County",2039,157264
"Stokes County",2016,45128
"Halifax County",2010,54411
"Randolph County",2047,162662
"Stokes County",2019,44571
"Halifax County",2027,45655
"Richmond County",2012,45759
"Stokes County",2033,45791
"Halifax County",2031,43949
"Richmond County",2015,44392
"Surry County",2036,70689
"Harnett County",2013,122651
"Richmond County",2045,37914
"Surry County",2045,70279
"Harnett County",2018,131159
"Richmond County",2046,37721
"Swain County",2013,14434
"Harnett County",2027,152479
"Richmond County",2048,37338
"Transylvania County",2010,33033
"Harnett County",2030,158799
"Robeson County",2034,119948
"Transylvania County",2011,32798
"Harnett County",2041,183947
"Robeson County",2047,120809
"Transylvania County",2012,32604
"Haywood County",2019,61940
"Rockingham County",2013,91852
"Transylvania County",2018,33186
"Haywood County",2037,68803
"Rockingham County",2026,92037
"Transylvania County",2045,37211
"Haywood County",2046,72352
"Rockingham County",2042,92040
"Transylvania County",2049,37865
"Henderson County",2010,106848
"Rockingham County",2046,92041
"Tyrrell County",2011,4307
"Henderson County",2022,117274
"Rowan County",2022,148765
"Tyrrell County",2012,4056
"Henderson County",2029,124696
"Rowan County",2038,162487
"Tyrrell County",2014,3987
"Henderson County",2034,131050
"Rutherford County",2012,66995
"Tyrrell County",2018,3944
"Henderson County",2035,132338
"Rutherford County",2018,64650
"Tyrrell County",2021,3226
"Hertford County",2017,22561
"Rutherford County",2029,65381
"Tyrrell County",2025,3097
"Hertford County",2028,18651
"Rutherford County",2033,66061
"Tyrrell County",2027,3034
"Hertford County",2029,18509
"Rutherford County",2034,66230
"Tyrrell County",2032,2884
"Hertford County",2035,17653
"Sampson County",2017,60201
"Tyrrell County",2033,2856
"Hertford County",2045,16226
"Sampson County",2021,59019
"Tyrrell County",2038,2715
"Hoke County",2011,48934
"Sampson County",2025,58919
"Tyrrell County",2040,2661
"Hoke County",2012,49578
"Sampson County",2027,58891
"Union County",2014,215224
"Hoke County",2013,49944
"Sampson County",2029,58871
"Union County",2018,232196
"Hoke County",2023,56404
"Sampson County",2040,58826
"Union County",2031,298840
"Hoke County",2026,59741
"Sampson County",2045,58821
"Union County",2041,362005
"Hoke County",2036,69712
"Sampson County",2050,58821
"Union County",2044,381116
"Hyde County",2019,4636
"Scotland County",2020,34156
"Union County",2047,400245
"Hyde County",2022,4549
"Scotland County",2021,33292
"Union County",2050,419382
"Hyde County",2027,4278
"Scotland County",2022,33079
"Vance County",2010,45212
"Hyde County",2036,3812
"Scotland County",2032,31838
"Vance County",2022,42014
"Hyde County",2047,3292
"Scotland County",2039,30947
"Vance County",2034,41205
"Iredell County",2016,174882
"Scotland County",2041,30692
"Vance County",2037,41186
"Iredell County",2024,205010
"Scotland County",2042,30563
"Vance County",2048,41172
"Iredell County",2025,209430
"Scotland County",2043,30438
"Wake County",2012,950308
"Iredell County",2027,218268
"Stanly County",2010,60533
"Wake County",2025,1237890
"Jackson County",2014,40813
"Stanly County",2016,60635
"Wake County",2030,1366607
"Jackson County",2019,43060
"Stanly County",2018,61809
"Wake County",2041,1651937
"Jackson County",2043,50509
"Stanly County",2020,62607
"Warren County",2010,20940
"Johnston County",2022,233435
"Stanly County",2022,62883
"Warren County",2011,20901
"Johnston County",2023,242959
"Stanly County",2039,66107
"Warren County",2018,19054
"Johnston County",2031,287268
"Stanly County",2044,67113
"Warren County",2026,18936
"Johnston County",2033,297110
"Stokes County",2010,47267
"Warren County",2035,19007
"Johnston County",2034,302025
"Stokes County",2032,45778
"Warren County",2040,19033
"Johnston County",2038,321671
"Stokes County",2034,45808
"Washington County",2010,13087
"Johnston County",2042,341313
"Stokes County",2036,45828
"Washington County",2012,12508
"Jones County",2010,10119
"Stokes County",2043,45854
"Washington County",2016,11661
"Jones County",2011,10243
"Stokes County",2044,45857
"Washington County",2021,10789
"Jones County",2034,9192
"Surry County",2019,71278
"Washington County",2038,8408
"Jones County",2047,9192
"Surry County",2021,71401
"Watauga County",2011,51468
"Lee County",2025,67229
"Surry County",2023,71283
"Watauga County",2028,56027
"Lee County",2029,70186
"Surry County",2031,70917
"Watauga County",2038,59937
"Lee County",2046,82755
"Surry County",2032,70871
"Wayne County",2034,117026
"Lee County",2050,85713
"Surry County",2035,70736
"Wayne County",2037,117000
"Lenoir County",2011,59356
"Surry County",2038,70600
"Wayne County",2038,116993
"Lenoir County",2014,57706
"Surry County",2040,70507
"Wayne County",2041,116977
"Lincoln County",2013,78735
"Swain County",2010,13998
"Wayne County",2044,116971
"Lincoln County",2030,101227
"Swain County",2016,14527
"Wilkes County",2012,68520
"Lincoln County",2037,110404
"Swain County",2021,14284
"Wilkes County",2015,67340
"Lincoln County",2048,124339
"Swain County",2045,15133
"Wilkes County",2021,65809
"Lincoln County",2050,126878
"Swain County",2047,15196
"Wilson County",2010,81190
"Macon County",2011,33915
"Transylvania County",2032,35083
"Yadkin County",2012,38079
"Macon County",2013,34201
"Transylvania County",2034,35410
"Yadkin County",2016,37256
"Macon County",2015,34895
"Transylvania County",2046,37374
"Yadkin County",2031,37000
"Macon County",2027,39171
"Tyrrell County",2023,3161
"Yadkin County",2035,36993
"Macon County",2032,40688
"Tyrrell County",2029,2972
"Yancey County",2014,17756
"Macon County",2033,40992
"Tyrrell County",2035,2799
"Yancey County",2031,18310
"Madison County",2011,20828
"Tyrrell County",2041,2636
"Yancey County",2038,18197
"Madison County",2013,21064
"Tyrrell County",2046,2507
"Madison County",2026,21824
"Union County",2013,210880
"Madison County",2047,23411
"Union County",2017,227863
"Martin County",2015,23199
"Union County",2043,374744
"Martin County",2018,22673
"Vance County",2018,43164
"Martin County",2023,21291
"Vance County",2028,41336
"Martin County",2029,20178
"Vance County",2030,41266
"McDowell County",2019,44682
"Vance County",2033,41214
"McDowell County",2027,44775
"Vance County",2036,41191
"McDowell County",2032,44774
"Vance County",2038,41181
"McDowell County",2034,44773
"Vance County",2049,41172
"McDowell County",2048,44774
"Wake County",2010,907514
"Mecklenburg County",2010,923344
"Wake County",2018,1093558
"Mecklenburg County",2023,1159791
"Wake County",2021,1150722
"Mecklenburg County",2035,1402073
"Wake County",2032,1418472
"Mecklenburg County",2045,1600393
"Wake County",2035,1496292
"Mitchell County",2021,14933
"Wake County",2045,1755702
"Mitchell County",2040,14211
"Wake County",2048,1833523
"Mitchell County",2044,14068
"Warren County",2016,19499
"Mitchell County",2046,13998
"Warren County",2025,18925
"Montgomery County",2043,25737
"Warren County",2046,19063
"Montgomery County",2050,25734
"Washington County",2031,9199
"Moore County",2010,88517
"Washington County",2042,8067
"Moore County",2011,88996
"Watauga County",2014,51805
"Moore County",2012,89941
"Watauga County",2026,54801
"Moore County",2018,96791
"Watauga County",2034,58425
"Moore County",2023,107122
"Wayne County",2020,117340
"Moore County",2029,121264
"Wayne County",2022,117544
"Moore County",2030,123613
"Wayne County",2024,117367
"Moore County",2034,132986
"Wilkes County",2011,68780
"Moore County",2047,163186
"Wilkes County",2016,67312
"Moore County",2048,165490
"Wilkes County",2025,65408
"Nash County",2014,93794
"Wilkes County",2046,64688
"Nash County",2022,95446
"Wilkes County",2048,64836
"Nash County",2026,95388
"Wilson County",2013,79720
"New Hanover County",2011,205525
"Wilson County",2019,78991
"New Hanover County",2021,229943
"Yadkin County",2038,36993
"New Hanover County",2033,268207
"Yadkin County",2044,36992
"New Hanover County",2038,283188
"Yancey County",2030,18328
"New Hanover County",2040,289182
"Yancey County",2032,18296
"New Hanover County",2042,295175
"Yancey County",2033,18279
"Northampton County",2019,18031
"Yancey County",2036,18230
"Onslow County",2019,203718
"Yancey County",2039,18181
"Onslow County",2022,209491
"Yancey County",2045,18085
"Onslow County",2023,212036
"Onslow County",2025,216897
"Onslow County",2032,233783
"Onslow County",2034,238607
"Orange County",2011,135414
"Orange County",2036,169850
"Pamlico County",2018,12487
"Pamlico County",2021,12334
"Pamlico County",2032,11946
"Pamlico County",2049,11345
"Pasquotank County",2010,40635
"Pasquotank County",2018,40153
"Pasquotank County",2025,41075
"Pasquotank County",2039,41452
"Pasquotank County",2041,41462
"Pasquotank County",2043,41469
"Pender County",2013,54172
"Pender County",2016,57082
"Pender County",2030,74886
"Pender County",2037,82047
"Pender County",2039,84090
"Pender County",2045,90226
"Pender County",2046,91247
"Pender County",2049,94315
"Pender County",2050,95336
"Perquimans County",2038,14157
"Perquimans County",2042,14168
"Person County",2010,39374
"Person County",2018,38981
"Person County",2023,39681
"Person County",2031,40200
"Pitt County",2027,174311
"Pitt County",2031,179848
"Pitt County",2034,185167
"Pitt County",2044,205983
"Polk County",2012,19829
"Polk County",2020,19366
"Polk County",2024,19595
"Polk County",2043,19660
"Polk County",2047,19666
"Polk County",2048,19663
"Randolph County",2026,148495
"Randolph County",2049,164010
"Richmond County",2021,42522
"Richmond County",2022,42330
"Richmond County",2026,41561
"Richmond County",2028,41177
"Richmond County",2041,38683
"Richmond County",2043,38298
"Richmond County",2049,37146
"Robeson County",2013,129399
"Robeson County",2041,120554
"Robeson County",2048,120839
"Rockingham County",2016,91176
"Rockingham County",2018,90696
"Rockingham County",2024,92021
"Rowan County",2012,138436
"Rowan County",2017,143811
"Rowan County",2020,147043
"Rowan County",2028,153932
"Rowan County",2031,156742
"Rowan County",2035,159919
"Rowan County",2037,161612
"Rutherford County",2014,65712
"Rutherford County",2044,67885
"Rutherford County",2047,68374
"Sampson County",2015,61328
"Sampson County",2018,59862
"Sampson County",2026,58902
"Sampson County",2028,58879
"Sampson County",2036,58836
"Sampson County",2044,58822
"Sampson County",2048,58820
"Scotland County",2011,36270
"Scotland County",2028,32345
"Scotland County",2030,32093
"Scotland County",2038,31073
"Stanly County",2019,62351
"Stanly County",2027,63696
"Stanly County",2034,65100
"Stanly County",2042,66712
"Stokes County",2014,45734
"Stokes County",2018,44501
"Stokes County",2023,45205
"Stokes County",2026,45530
"Stokes County",2040,45848
"Surry County",2011,73305
"Surry County",2022,71329
"Surry County",2027,71099
"Surry County",2043,70371
"Swain County",2011,14150
"Swain County",2012,14356
"Swain County",2018,14202
"Swain County",2023,14370
"Swain County",2027,14544
"Swain County",2034,14781
"Swain County",2040,14974
"Swain County",2048,15229
"Swain County",2049,15260
"Transylvania County",2015,32655
"Transylvania County",2020,33020
"Transylvania County",2022,33498
"Transylvania County",2026,34100
"Transylvania County",2029,34591
"Transylvania County",2038,36067
"Tyrrell County",2013,4019
"Tyrrell County",2015,4021
"Tyrrell County",2024,3130
"Tyrrell County",2034,2828
"Tyrrell County",2042,2610
"Union County",2015,219119
"Union County",2021,242948
"Union County",2022,247301
"Union County",2033,311327
"Union County",2039,349281
"Union County",2040,355641
"Vance County",2015,43428
"Vance County",2016,43138
"Vance County",2019,42862
"Vance County",2021,42270
"Vance County",2035,41196
"Vance County",2045,41172
"Wake County",2014,995520
"Wake County",2019,1114815
"Wake County",2040,1625997
"Wake County",2043,1703820
"Wake County",2049,1859466
"Wake County",2050,1885406
"Warren County",2015,19927
"Warren County",2017,19331
"Warren County",2019,18739
"Warren County",2031,18983
"Warren County",2037,19018
"Warren County",2048,19072
"Warren County",2049,19077
"Washington County",2018,11219
"Washington County",2022,10607
"Washington County",2029,9472
"Washington County",2043,7993
"Washington County",2046,7799
"Washington County",2049,7640
"Watauga County",2015,52331
"Watauga County",2017,54217
"Watauga County",2022,54068
"Watauga County",2023,53561
"Watauga County",2031,57163
"Watauga County",2033,57842
"Watauga County",2039,60093
"Watauga County",2040,60737
"Watauga County",2046,63067
"Wayne County",2010,122672
"Wayne County",2018,117851
"Wayne County",2032,117055
"Wayne County",2040,116983
"Wayne County",2043,116973
"Wayne County",2047,116966
"Wilkes County",2010,69157
"Wilkes County",2027,65225
"Wilkes County",2029,65055
"Wilkes County",2031,64902
"Wilkes County",2041,64528
"Wilkes County",2043,64557
"Wilkes County",2049,64932
"Wilson County",2014,79249
"Wilson County",2023,77313
"Wilson County",2028,75873
"Wilson County",2031,75776
"Wilson County",2036,76378
"Wilson County",2038,76800
"Wilson County",2041,77555
"Wilson County",2045,78730
"Wilson County",2048,79694
"Yadkin County",2011,38252
"Yadkin County",2019,37247
"Yadkin County",2034,36994
"Yadkin County",2036,36992
"Yadkin County",2043,36992
"Yadkin County",2045,36990
"Yadkin County",2050,36991
"Yancey County",2018,18175
"Yancey County",2024,18423
"Yancey County",2025,18406
"Yancey County",2029,18344
"Yancey County",2037,18214
"Yancey County",2042,18133
"Alamance County",2012,152802
"Alamance County",2017,163765
"Alamance County",2021,174212
"Alamance County",2023,178943
"Alamance County",2030,192672
"Alamance County",2037,205969
"Alamance County",2046,223066
"Alamance County",2050,230664
"Alexander County",2021,36325
"Alexander County",2036,36733
"Alexander County",2049,36754
"Alleghany County",2011,11003
"Alleghany County",2019,10919
"Alleghany County",2033,11259
"Alleghany County",2047,11419
"Anson County",2011,26404
"Anson County",2013,25409
"Anson County",2018,23075
"Anson County",2019,21999
"Anson County",2026,21287
"Ashe County",2010,27193
"Ashe County",2013,26757
"Ashe County",2026,26692
"Ashe County",2036,26754
"Avery County",2012,17758
"Avery County",2020,17907
"Avery County",2032,17950
"Beaufort County",2011,47588
"Beaufort County",2031,43011
"Beaufort County",2038,41936
"Beaufort County",2040,41627
"Beaufort County",2041,41474
"Beaufort County",2048,40396
"Bertie County",2016,18776
"Bertie County",2029,15567
"Bertie County",2036,14297
"Bertie County",2043,13026
"Bertie County",2044,12845
"Bladen County",2011,34459
"Bladen County",2014,32851
"Bladen County",2025,28897
"Bladen County",2026,28834
"Bladen County",2038,28794
"Bladen County",2040,28850
"Bladen County",2045,29013
"Brunswick County",2010,107860
"Brunswick County",2012,110717
"Brunswick County",2016,121479
"Brunswick County",2020,137789
"Brunswick County",2026,173455
"Brunswick County",2040,225987
"Brunswick County",2046,246500
"Brunswick County",2050,260121
"Buncombe County",2043,335384
"Buncombe County",2048,349913
"Buncombe County",2049,352820
"Buncombe County",2050,355726
"Burke County",2013,87950
"Burke County",2014,87547
"Burke County",2028,87840
"Burke County",2030,87754
"Burke County",2041,87592
"Burke County",2043,87562
"Burke County",2044,87544
"Burke County",2048,87481
"Cabarrus County",2012,185014
"Cabarrus County",2015,199455
"Cabarrus County",2030,274023
"Cabarrus County",2031,278745
"Cabarrus County",2040,321726
"Cabarrus County",2042,331390
"Caldwell County",2012,82039
"Caldwell County",2016,81158
"Caldwell County",2017,80902
"Caldwell County",2022,80975
"Caldwell County",2035,81258
"Caldwell County",2041,81260
"Camden County",2037,12815
"Camden County",2041,13002
"Carteret County",2010,66615
"Carteret County",2013,68201
"Carteret County",2015,68019
"Carteret County",2022,68813
"Carteret County",2030,72250
"Carteret County",2032,73066
"Carteret County",2044,77943
"Caswell County",2011,23645
"Caswell County",2013,23459
"Caswell County",2018,23105
"Caswell County",2046,20060
"Catawba County",2011,155070
"Catawba County",2014,156043
"Catawba County",2033,174385
"Catawba County",2034,175439
"Catawba County",2035,176492
"Catawba County",2038,179653
"Catawba County",2041,182816
"Chatham County",2019,75325
"Chatham County",2025,82774
"Chatham County",2027,85618
"Chatham County",2031,90453
"Chatham County",2034,94631
"Chatham County",2035,95958
"Chatham County",2037,98480
"Cherokee County",2015,27344
"Cherokee County",2038,32559
"Cherokee County",2049,34888
"Cherokee County",2050,35098
"Chowan County",2021,13707
"Chowan County",2025,13726
"Chowan County",2028,13732
"Chowan County",2035,13744
"Chowan County",2041,13755
"Chowan County",2045,13762
"Chowan County",2047,13766
